Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg),Input Signal Magnitude (dB)
10,0.01474214645383439,-0.033045315072737,-3.214273667010573,0.012303209412069
10.31177274593055,0.01431265446328945,-0.03428696320644102,-3.315962218971606,0.01217847668149438
10.63326571637161,0.01446327698006783,-0.03561852330638485,-3.419143766750324,0.01235749685951093
10.96478196143185,0.01453570059769447,-0.03728396543879264,-3.5266070673689,0.01219564413457877
11.30663397949639,0.01431715779739265,-0.03861907824962797,-3.636092765377628,0.01176537639963482
11.65914401179832,0.0142487136044592,-0.04016621702839812,-3.748267740067206,0.01181328348874189
12.02264434617413,0.0139348085382941,-0.04180272270215251,-3.864578879790088,0.01158483897847748
12.39747763028944,0.01386241763369342,-0.04387514905613425,-3.98467094201537,0.01153589291053062
12.78399719463024,0.01359378686889793,-0.04561249581451613,-4.106662834002709,0.01146053714876201
13.18256738556408,0.01342887014073023,-0.04747674474742915,-4.234700682408572,0.01127816329320742
13.59356390878525,0.01355631338817067,-0.04964403179301933,-4.365103887657781,0.010905569121875
14.0173741834677,0.01346649211786333,-0.05169255823972194,-4.499178283708815,0.01075796138568645
14.45439770745927,0.01324736850319346,-0.05413931721379412,-4.638346986259705,0.01054449036039473
14.90504643386196,0.01329692545764715,-0.05647898934077224,-4.780878184613138,0.01060857070663771
15.36974515935272,0.01254638056997037,-0.05838459796532133,-4.925801907356472,0.01037689452466703
15.84893192461113,0.01231855920967676,-0.06125740583642161,-5.080797375528405,0.009980536606585605
16.34305842723138,0.01234667322733029,-0.06438127569050175,-5.236101998143482,0.009964336689345616
16.85259044750751,0.01192309100698524,-0.06735693061328385,-5.396581244909726,0.009636185738915908
17.37800828749376,0.01171331584487894,-0.0702162888357752,-5.561893962021401,0.009199807806242119
17.91980722375334,0.01130182144870881,-0.07338586630139025,-5.733240065493462,0.008885343577133182
18.47849797422291,0.0110415574251569,-0.07674403212591162,-5.908558608997836,0.008606808787094682
19.05460717963247,0.01063598505725729,-0.0806673873286959,-6.089591853633237,0.008459139550080378
19.64867789993468,0.01009709185144937,-0.08425746238740706,-6.27689065965621,0.008227061021577246
20.26127012621143,0.009867970036641327,-0.08839559368631934,-6.468260678451145,0.007630578655775769
20.8929613085404,0.009567122173648027,-0.09259479408738681,-6.665617762751367,0.007256594814868849
21.54434690031883,0.009291118047761648,-0.09734491817100245,-6.870489977340569,0.006787508177314895
22.21604091955812,0.008888528889965925,-0.1020502330050694,-7.081543427523481,0.006318700944614765
22.90867652767772,0.008512025647213326,-0.1071422109877655,-7.294908777499529,0.005955651862164436
23.62290662634462,0.007741999855935413,-0.112484331462894,-7.518822775410868,0.005342335866634448
24.35940447292027,0.00717385242144977,-0.1178646401247085,-7.747969895722889,0.004722669859278509
25.1188643150958,0.006729479516805918,-0.1237565916635788,-7.985337027928082,0.004299043787498686
25.90200204531324,0.006062164024740398,-0.1298772974188666,-8.225481269114592,0.003555358326473374
26.70955587558985,0.00549892271849103,-0.1366007006472989,-8.475708349939993,0.003027666399168344
27.54228703338166,0.005046678329338094,-0.1437024927861464,-8.733754328205009,0.002232044482525571
28.40098047914215,0.004086632461785446,-0.1508942147118496,-8.997282554815481,0.001543609703127442
29.28644564625237,0.003447069322879443,-0.1587647315062095,-9.271613256604901,0.0009258835852664003
30.19951720402016,0.002839286027341335,-0.1668911318641436,-9.55088607224053,0.0004092270641686504
31.1410558444676,0.002008448945560156,-0.1752029207320471,-9.838501353936408,-0.0006398390899707829
32.11194909364824,0.001022411998065534,-0.1843223651199936,-10.13509154949077,-0.001452097051642016
33.11311214825911,0.0003017962157577283,-0.1941371529739095,-10.44125089247819,-0.002286235592576256
34.14548873833601,-0.0007447321223462578,-0.2044117490424135,-10.75499238271884,-0.003198829040647176
35.21005201684519,-0.001489290253038098,-0.2152360697012326,-11.07748768476623,-0.004266320432945633
36.30780547701014,-0.002641539429887088,-0.2266275596702108,-11.40742687921163,-0.005333110773851967
37.4397838982381,-0.004110120574779697,-0.2387388401285436,-11.74806407280084,-0.006439956039537252
38.60705432153813,-0.005155723366047347,-0.2514019237251923,-12.09911544048221,-0.007755955782210821
39.81071705534973,-0.00623436996867531,-0.2650834931645257,-12.46074201786073,-0.009039314506774549
41.05190671273078,-0.007784333832977499,-0.2789265516704629,-12.829869115002,-0.01059172775758226
42.33179328088209,-0.008953785582409538,-0.2939928308592644,-13.21132793754035,-0.01146586861503431
43.65158322401661,-0.01069523689952837,-0.3095367303557338,-13.59947102195872,-0.01320403034154207
45.01252062061337,-0.01191487128707447,-0.3268109566184346,-14.0027009867264,-0.01467827732115547
46.41588833612777,-0.01361321932428473,-0.3439901153145475,-14.41332921249968,-0.01636895010340716
47.86300923226385,-0.01528861743272413,-0.3626323361240563,-14.83519495166968,-0.01829514724376804
49.35524741394806,-0.01700819211034595,-0.3821826645504728,-15.26950131556853,-0.01984627967752279
50.89400951518089,-0.0192727085796494,-0.402535246966374,-15.71366785530284,-0.02179410164741177
52.48074602497726,-0.0211596137179987,-0.4241821715690114,-16.16881429561221,-0.02393674233789992
54.11695265464638,-0.02312061282833982,-0.4472610177688571,-16.63796616065015,-0.0259516392510238
55.80417174769964,-0.02544670781745843,-0.4711306267022807,-17.11732400427835,-0.0284194332988746
57.54399373371569,-0.02784285147227567,-0.4965598358685659,-17.60729756550353,-0.03071188454315532
59.33805862753281,-0.03003821585895106,-0.5237571562712224,-18.11112439938429,-0.03294728147035071
61.18805757518219,-0.0325015499394878,-0.5518151815911008,-18.62632991792631,-0.03534600320328005
63.09573444801933,-0.03524313857204188,-0.5812104427357804,-19.15276248399782,-0.03817556098442066
65.06288748655574,-0.03775625183528307,-0.6126891704129676,-19.69389641424824,-0.04116261772889569
67.09137099554111,-0.0406864419403796,-0.6459806142528052,-20.24512820180012,-0.0439922547756116
69.18309709189363,-0.04338407114409498,-0.6806073573819048,-20.80994104729854,-0.0469044027147002
71.34003750712564,-0.04675755753650927,-0.7168037387879418,-21.38676000660543,-0.04970244193375287
73.56422544596414,-0.0496607787454416,-0.7551432814136193,-21.97625241055882,-0.05338049633104523
75.85775750291836,-0.05357006107127049,-0.794813170298166,-22.57716636620719,-0.05686922779085728
78.22279563860026,-0.05710515361719642,-0.8370996578336377,-23.19230485324854,-0.0601235735875351
80.66156921766135,-0.06044584386011956,-0.8814499476708361,-23.81935837802633,-0.06395323608446257
83.17637711026708,-0.06422117947250032,-0.9276669686959632,-24.45704496954619,-0.06787169883891889
85.76958985908942,-0.06816835563407431,-0.9760462900670046,-25.10974511819013,-0.07176949453274889
88.44365191385998,-0.07229250632455256,-1.027505604587966,-25.77119120164394,-0.07605873846128622
91.20108393559097,-0.07640358236224842,-1.080743242031033,-26.44522910134965,-0.08037878573275316
94.04448517263518,-0.0808947269417583,-1.1368863638837,-27.13276717202253,-0.08468533202123937
96.97653591082496,-0.08551887598914701,-1.194925208092731,-27.83166226025668,-0.08923990914489642
100,-0.09012361931158334,-1.256222062845498,-28.53919596011832,-0.09408980457741246
103.1177274593055,-0.09519363084552639,-1.319887418701962,-29.2592285089658,-0.09887710036978073
