Time (s),Channel 1 (V),Channel 2 (V)
-0.0002000000000000057,1.83491362081529,1.053845650187565
-0.0001875000000000002,1.835589375947487,1.053845650187565
-0.0001750000000000015,1.835589375947487,1.053507021858742
-0.0001625000000000029,1.835927253513585,1.053507021858742
-0.0001500000000000043,1.836603008645782,1.053845650187565
-0.0001375000000000057,1.836603008645782,1.053507021858742
-0.0001250000000000001,1.837954518910176,1.053845650187565
-0.0001125000000000015,1.837954518910176,1.053845650187565
-0.0001000000000000029,1.837954518910176,1.053845650187565
-8.750000000000424e-05,1.838630274042374,1.053845650187565
-7.500000000000562e-05,1.838292396476275,1.053507021858742
-6.250000000000006e-05,1.838968151608472,1.053845650187565
-5.000000000000143e-05,1.839306029174571,1.053845650187565
-3.750000000000281e-05,1.840319661872866,1.053507021858742
-2.500000000000419e-05,1.840319661872866,1.053845650187565
-1.250000000000556e-05,1.566638833333048,0.8516845378801197
0,-0.01057364521493983,-0.5068923173585252
1.249999999999862e-05,-0.005843359289562403,-0.5031674057414718
2.499999999999725e-05,-0.003816093892971156,-0.5021515207550022
3.749999999999587e-05,-0.002802461194675533,-0.5007970074397095
4.999999999999449e-05,-0.00212670606247845,-0.5004583791108863
6.250000000000006e-05,-0.00212670606247845,-0.4991038657955935
7.499999999999868e-05,-0.00212670606247845,-0.4991038657955935
8.74999999999973e-05,-0.001788828496379909,-0.4980879808091239
9.999999999999593e-05,-0.001788828496379909,-0.4977493524803008
0.0001124999999999945,-0.001788828496379909,-0.4974107241514776
0.0001250000000000001,-0.001788828496379909,-0.4967334674938308
0.0001374999999999987,-0.001788828496379909,-0.4960562108361848
0.0001499999999999974,-0.001788828496379909,-0.4953789541785384
0.000162499999999996,-0.001788828496379909,-0.4957175825073616
0.0001749999999999946,-0.001788828496379909,-0.4953789541785384
0.0001875000000000002,-0.001788828496379909,-0.4950403258497144
0.0001999999999999988,-0.001788828496379909,-0.4933471842055993
0.0002124999999999974,-0.001788828496379909,-0.4936858125344225
0.000224999999999996,-0.001788828496379909,-0.4936858125344225
0.0002374999999999947,-0.001788828496379909,-0.4933471842055993
0.0002499999999999933,-0.001788828496379909,-0.4933471842055993
0.0002624999999999988,-0.001788828496379909,-0.4926699275479529
0.0002749999999999975,-0.001788828496379909,-0.4923312992191297
0.0002874999999999961,-0.00212670606247845,-0.4909767859038369
0.0002999999999999947,-0.001788828496379909,-0.4906381575750137
0.0003124999999999933,-0.002126706062478297,-0.4902995292461907
0.0003249999999999989,-0.001788828496379909,-0.4899609009173673
0.0003374999999999975,-0.001788828496379909,-0.4896222725885441
0.0003499999999999961,-0.001788828496379909,-0.4889450159308978
0.0003624999999999948,-0.001788828496379909,-0.4889450159308978
0.0003749999999999934,-0.001788828496379909,-0.4875905026156056
0.000387499999999999,-0.001788828496379909,-0.487590502615605
0.0003999999999999976,-0.001788828496379909,-0.4869132459579586
0.0004124999999999962,-0.001788828496379909,-0.4869132459579586
0.0004249999999999948,-0.001788828496379909,-0.4862359893003122
0.0004374999999999934,-0.001788828496379909,-0.4862359893003122
0.000449999999999999,-0.00212670606247845,-0.4862359893003122
0.0004624999999999976,-0.001788828496379909,-0.4852201043138427
0.0004749999999999963,-0.00212670606247845,-0.4852201043138427
0.0004874999999999949,-0.001788828496379909,-0.4848814759850195
0.0004999999999999935,-0.001788828496379909,-0.4845428476561964
0.0005124999999999991,-0.001788828496379909,-0.4835269626697267
0.0005249999999999977,-0.00212670606247845,-0.4835269626697267
0.0005374999999999963,-0.00212670606247845,-0.4821724493544339
0.0005499999999999949,-0.001788828496379909,-0.4818338210256107
0.0005624999999999936,-0.001788828496379909,-0.4814951926967877
0.0005749999999999991,-0.001788828496379909,-0.4814951926967875
0.0005874999999999977,-0.001788828496379909,-0.4811565643679643
0.0005999999999999964,-0.001788828496379909,-0.4801406793814947
0.000612499999999995,-0.001788828496379909,-0.4798020510526716
0.0006249999999999936,-0.001788828496379909,-0.4791247943950255
0.0006374999999999992,-0.001788828496379909,-0.478786166066202
0.0006499999999999978,-0.001788828496379909,-0.4784475377373788
0.0006624999999999964,-0.001788828496379909,-0.4781089094085556
0.000674999999999995,-0.001788828496379909,-0.4784475377373788
0.0006874999999999937,-0.001788828496379909,-0.4777702810797327
0.0006999999999999992,-0.001788828496379909,-0.477093024422086
0.0007124999999999979,-0.001788828496379909,-0.4767543960932629
0.0007249999999999965,-0.001788828496379909,-0.4760771394356165
0.0007374999999999951,-0.001788828496379909,-0.4757385111067933
0.0007499999999999937,-0.001788828496379909,-0.4757385111067933
0.0007624999999999993,-0.001788828496379909,-0.4747226261203237
0.0007749999999999979,-0.00212670606247845,-0.4743839977915005
0.0007874999999999965,-0.001788828496379909,-0.4743839977915005
0.0007999999999999952,-0.001788828496379909,-0.4733681128050309
0.0008124999999999938,-0.001788828496379909,-0.473706741133854
0.0008249999999999993,-0.001788828496379909,-0.4723522278185613
0.000837499999999998,-0.001788828496379909,-0.4723522278185613
0.0008499999999999966,-0.001788828496379909,-0.4713363428320917
0.0008624999999999952,-0.001788828496379909,-0.4709977145032686
0.0008749999999999938,-0.001788828496379909,-0.4706590861744456
0.0008874999999999994,-0.001788828496379909,-0.4709977145032686
0.000899999999999998,-0.00212670606247845,-0.4709977145032686
0.0009124999999999966,-0.001788828496379909,-0.4696432011879758
0.0009249999999999953,-0.001788828496379909,-0.4696432011879758
0.0009374999999999939,-0.001788828496379909,-0.4689659445303294
0.0009499999999999995,-0.00212670606247845,-0.4693045728591526
0.0009624999999999981,-0.00212670606247845,-0.4676114312150367
0.0009749999999999967,-0.001788828496379909,-0.4679500595438599
0.0009874999999999953,-0.001788828496379909,-0.4669341745573903
0.0009999999999999939,-0.00212670606247845,-0.4662569178997439
0.0010125,-0.001788828496379909,-0.4662569178997439
0.001024999999999998,-0.001788828496379909,-0.4659182895709207
0.001037499999999997,-0.001788828496379909,-0.4652410329132743
0.001049999999999995,-0.001788828496379909,-0.4652410329132743
0.001062499999999994,-0.001788828496379909,-0.4649024045844511
0.001075,-0.001788828496379909,-0.4638865195979816
0.001087499999999998,-0.001788828496379909,-0.4642251479268047
0.001099999999999997,-0.001788828496379909,-0.4638865195979816
0.001112499999999995,-0.001788828496379909,-0.4635478912691584
0.001124999999999994,-0.001788828496379909,-0.4635478912691584
0.0011375,-0.001788828496379909,-0.4632092629403348
0.001149999999999998,-0.001788828496379909,-0.4625320062826888
0.001162499999999997,-0.001788828496379909,-0.4618547496250424
0.001174999999999995,-0.001788828496379909,-0.4615161212962192
0.001187499999999994,-0.001788828496379909,-0.4608388646385728
0.0012,-0.001788828496379909,-0.4605002363097493
0.001212499999999998,-0.001788828496379909,-0.4598229796521032
0.001224999999999997,-0.001788828496379909,-0.4591457229944569
0.001237499999999996,-0.001788828496379909,-0.4591457229944569
0.001249999999999994,-0.001788828496379909,-0.4584684663368105
0.0012625,-0.001788828496379909,-0.458129838007987
0.001274999999999998,-0.001788828496379909,-0.4574525813503409
0.001287499999999997,-0.001788828496379909,-0.4567753246926945
0.001299999999999996,-0.001788828496379909,-0.455759439706225
0.001312499999999994,-0.001788828496379909,-0.455759439706225
0.001325,-0.001788828496379909,-0.4560980680350478
0.001337499999999998,-0.001788828496379909,-0.4554208113774018
0.001349999999999997,-0.001788828496379909,-0.4554208113774018
0.001362499999999996,-0.001788828496379909,-0.4547435547197554
0.001374999999999994,-0.001788828496379909,-0.4547435547197554
0.0013875,-0.001788828496379909,-0.4537276697332858
0.001399999999999998,-0.001788828496379909,-0.4537276697332858
0.001412499999999997,-0.001788828496379909,-0.4530504130756394
0.001424999999999996,-0.001788828496379909,-0.452373156417993
0.001437499999999994,-0.00212670606247845,-0.452373156417993
0.00145,-0.001788828496379909,-0.4510186431027002
0.001462499999999999,-0.001788828496379909,-0.4510186431027002
0.001474999999999997,-0.001788828496379909,-0.4503413864450538
0.001487499999999996,-0.001788828496379909,-0.4503413864450538
0.001499999999999994,-0.001788828496379909,-0.4496641297874075
0.0015125,-0.001788828496379909,-0.449325501458584
0.001524999999999999,-0.001788828496379909,-0.4486482448009379
0.001537499999999997,-0.001788828496379909,-0.4483096164721147
0.001549999999999996,-0.001788828496379909,-0.4483096164721147
0.001562499999999994,-0.001788828496379909,-0.4479709881432915
0.001575,-0.001788828496379909,-0.4476323598144679
0.001587499999999999,-0.001788828496379909,-0.4466164748279988
0.001599999999999997,-0.001788828496379909,-0.4462778464991756
0.001612499999999996,-0.001788828496379909,-0.4459392181703524
0.001624999999999995,-0.001788828496379909,-0.4456005898415292
0.0016375,-0.001788828496379909,-0.4449233331838826
0.001649999999999999,-0.001788828496379909,-0.4445847048550596
0.001662499999999997,-0.001788828496379909,-0.4442460765262364
0.001674999999999996,-0.001788828496379909,-0.4432301915397668
0.001687499999999995,-0.001788828496379909,-0.4432301915397668
0.0017,-0.001450950930281522,-0.4425529348821203
0.001712499999999999,-0.001788828496379909,-0.4422143065532972
0.001724999999999997,-0.001788828496379909,-0.441875678224474
0.001737499999999996,-0.001788828496379909,-0.4415370498956508
0.001749999999999995,-0.001788828496379909,-0.4415370498956508
0.0017625,-0.001788828496379909,-0.4411984215668277
0.001774999999999999,-0.001788828496379909,-0.4411984215668277
0.001787499999999997,-0.001788828496379909,-0.4401825365803581
0.001799999999999996,-0.001788828496379909,-0.4401825365803581
0.001812499999999995,-0.001788828496379909,-0.4395052799227117
0.001824999999999993,-0.001788828496379909,-0.4395052799227117
0.001837499999999999,-0.001788828496379909,-0.4391666515938885
0.001849999999999997,-0.001788828496379909,-0.438150766607419
0.001862499999999996,-0.001788828496379909,-0.4378121382785958
0.001874999999999995,-0.001788828496379909,-0.4367962532921262
0.001887499999999993,-0.002126706062478297,-0.4371348816209492
0.001899999999999999,-0.001788828496379909,-0.4361189966344798
0.001912499999999998,-0.001788828496379909,-0.4354417399768334
0.001924999999999996,-0.001450950930281368,-0.434764483319187
0.001937499999999995,-0.001450950930281368,-0.434764483319187
0.001949999999999993,-0.001450950930281368,-0.434425854990364
0.001962499999999999,-0.001450950930281368,-0.4340872266615406
0.001974999999999998,-0.001450950930281368,-0.4334099700038943
0.001987499999999996,-0.001450950930281368,-0.4334099700038943
0.001999999999999995,-0.001788828496379909,-0.4334099700038943
0.002012499999999993,-0.001788828496379909,-0.4320554566886021
0.002024999999999999,-0.001788828496379909,-0.4320554566886015
0.002037499999999998,-0.001788828496379909,-0.4317168283597783
0.002049999999999996,-0.001788828496379909,-0.4310395717021319
0.002062499999999995,-0.001788828496379909,-0.4307009433733087
0.002074999999999994,-0.001788828496379909,-0.4296850583868396
0.002087499999999999,-0.001788828496379909,-0.4296850583868391
0.002099999999999998,-0.001788828496379909,-0.4286691734003696
0.002112499999999996,-0.001788828496379909,-0.4290078017291928
0.002124999999999995,-0.001788828496379909,-0.4279919167427232
0.002137499999999994,-0.001788828496379909,-0.4279919167427232
0.002149999999999999,-0.001788828496379909,-0.4266374034274304
0.002162499999999998,-0.001788828496379909,-0.4266374034274304
0.002174999999999996,-0.00212670606247845,-0.4262987750986072
0.002187499999999995,-0.001788828496379909,-0.4266374034274304
0.002199999999999994,-0.001788828496379909,-0.4262987750986074
0.002212499999999999,-0.001788828496379909,-0.4259601467697841
0.002224999999999998,-0.00212670606247845,-0.4256215184409609
0.002237499999999996,-0.001788828496379909,-0.4246056334544913
0.002249999999999995,-0.001450950930281368,-0.4242670051256681
0.002262499999999994,-0.001788828496379756,-0.423928376796845
0.002274999999999999,-0.001788828496379909,-0.4232511201391985
0.002287499999999998,-0.001788828496379909,-0.4235897484680217
0.002299999999999996,-0.001450950930281368,-0.4222352351527289
0.002312499999999995,-0.001788828496379909,-0.4218966068239057
0.002324999999999994,-0.001450950930281522,-0.4212193501662597
0.002337499999999999,-0.001788828496379909,-0.4212193501662593
0.002349999999999998,-0.001450950930281368,-0.4208807218374361
0.002362499999999997,-0.001788828496379909,-0.4205420935086129
0.002374999999999995,-0.001788828496379909,-0.4202034651797898
0.002387499999999994,-0.001788828496379909,-0.4191875801933206
0.002399999999999999,-0.001788828496379909,-0.418848951864497
0.002412499999999998,-0.001788828496379909,-0.4191875801933202
0.002424999999999997,-0.001788828496379909,-0.418848951864497
0.002437499999999995,-0.001788828496379909,-0.4181716952068506
0.002449999999999994,-0.001788828496379909,-0.4174944385492045
0.002462499999999999,-0.001450950930281368,-0.4174944385492042
0.002474999999999998,-0.001788828496379909,-0.4168171818915579
0.002487499999999997,-0.001788828496379909,-0.4154626685762651
0.002499999999999995,-0.001788828496379909,-0.4151240402474419
0.002512499999999994,-0.001450950930281368,-0.4151240402474419
0.002524999999999999,-0.001450950930281368,-0.4144467835897955
0.002537499999999998,-0.001450950930281368,-0.4141081552609723
0.002549999999999997,-0.001450950930281368,-0.4130922702745027
0.002562499999999995,-0.001450950930281368,-0.4127536419456795
0.002574999999999994,-0.001788828496379909,-0.4124150136168563
0.0025875,-0.001788828496379909,-0.4120763852880331
0.002599999999999998,-0.001450950930281368,-0.4120763852880331
0.002612499999999997,-0.001450950930281368,-0.4110605003015636
